km	long	lat	alt	name
825.485	133.79838	-18.32366	262.1	
825.945	133.80073	-18.32716	262.4	
826.540	133.80376	-18.33169	263.5	
827.246	133.80737	-18.33706	264.1	
827.283	133.80756	-18.33734	263.9	
828.324	133.81287	-18.34526	266.0	
829.254	133.81761	-18.35234	267.4	
829.477	133.81875	-18.35403	271.3	
829.774	133.82026	-18.35629	273.3	
829.884	133.82084	-18.35712	274.3	
829.994	133.82155	-18.35785	277.6	
830.181	133.82301	-18.35880	275.7	
830.367	133.82462	-18.35948	272.7	
830.702	133.82751	-18.36072	275.3	
830.979	133.82983	-18.36189	278.4	
831.147	133.83094	-18.36298	285.7	
831.216	133.83133	-18.36347	287.4	
831.283	133.83172	-18.36395	288.3	
831.351	133.83211	-18.36444	291.5	
831.522	133.83309	-18.36567	298.1	
831.589	133.83348	-18.36615	299.8	
831.656	133.83386	-18.36663	302.4	
831.756	133.83444	-18.36735	305.2	
831.958	133.83533	-18.36896	310.6	
832.096	133.83572	-18.37015	309.5	
832.488	133.83683	-18.37353	315.2	
832.598	133.83714	-18.37448	316.3	
832.709	133.83745	-18.37544	318.4	
833.341	133.83925	-18.38088	317.0	
834.010	133.84117	-18.38664	315.7	
834.865	133.84360	-18.39401	314.3	
835.497	133.84537	-18.39946	313.7	
835.571	133.84559	-18.40010	313.6	
836.390	133.84796	-18.40714	312.8	
837.200	133.85028	-18.41412	313.7	
837.401	133.85085	-18.41585	317.1	
837.710	133.85173	-18.41851	321.6	
837.842	133.85210	-18.41965	324.6	
838.228	133.85306	-18.42302	323.4	
838.315	133.85326	-18.42378	326.7	
838.479	133.85359	-18.42523	327.9	
838.734	133.85374	-18.42753	328.5	
839.066	133.85393	-18.43052	323.6	
839.284	133.85405	-18.43249	318.5	
839.321	133.85407	-18.43282	318.6	
840.027	133.85440	-18.43919	317.0	
840.139	133.85446	-18.44020	318.3	
840.620	133.85470	-18.44454	324.5	
840.733	133.85474	-18.44556	324.1	
841.029	133.85505	-18.44822	320.6	
841.252	133.85591	-18.45006	320.8	
841.621	133.85781	-18.45286	323.5	
841.808	133.85923	-18.45387	318.7	
841.958	133.86045	-18.45455	308.4	
842.032	133.86099	-18.45498	305.3	
842.106	133.86147	-18.45547	303.0	
842.217	133.86208	-18.45629	302.1	
842.254	133.86226	-18.45657	302.1	
842.477	133.86334	-18.45830	300.8	
842.886	133.86526	-18.46151	294.6	
843.181	133.86661	-18.46385	300.1	
843.480	133.86776	-18.46631	301.4	
843.701	133.86807	-18.46829	301.7	
843.777	133.86805	-18.46897	302.9	
844.002	133.86792	-18.47100	300.7	
844.484	133.86763	-18.47535	305.4	
844.744	133.86762	-18.47770	305.2	
844.782	133.86766	-18.47804	304.9	
844.967	133.86803	-18.47967	308.7	
845.004	133.86811	-18.48000	309.8	
845.189	133.86843	-18.48164	310.1	
845.226	133.86845	-18.48198	311.4	
845.300	133.86846	-18.48264	314.3	
845.410	133.86839	-18.48364	319.2	
845.521	133.86831	-18.48464	325.2	
845.670	133.86831	-18.48598	326.3	
845.894	133.86875	-18.48796	330.6	
846.116	133.86969	-18.48976	327.9	
846.413	133.87106	-18.49210	325.8	
846.636	133.87160	-18.49405	324.6	
847.267	133.87296	-18.49960	319.1	
847.676	133.87439	-18.50303	318.2	
848.085	133.87630	-18.50625	314.8	
848.234	133.87710	-18.50735	313.1	
848.383	133.87796	-18.50842	308.1	
848.420	133.87818	-18.50868	309.3	
848.643	133.87955	-18.51022	308.5	
849.053	133.88207	-18.51303	305.8	
849.722	133.88619	-18.51763	298.6	
849.871	133.88710	-18.51865	296.3	
849.982	133.88776	-18.51944	294.9	
850.390	133.88989	-18.52251	292.1	
850.723	133.89133	-18.52519	297.0	
850.798	133.89164	-18.52580	298.0	
851.689	133.89533	-18.53304	302.4	
852.024	133.89672	-18.53576	308.9	
852.098	133.89703	-18.53636	309.2	
852.583	133.89910	-18.54027	305.7	
852.844	133.90026	-18.54235	304.9	
853.140	133.90158	-18.54471	310.5	
853.288	133.90224	-18.54589	312.4	
853.362	133.90257	-18.54648	312.5	
853.511	133.90323	-18.54767	315.6	
853.735	133.90423	-18.54945	315.7	
853.772	133.90439	-18.54975	317.7	
854.181	133.90621	-18.55301	319.2	
854.701	133.90834	-18.55725	316.0	
854.738	133.90848	-18.55756	316.7	
855.036	133.90966	-18.56000	314.8	
855.111	133.90998	-18.56061	309.0	
855.186	133.91032	-18.56120	305.7	
855.297	133.91084	-18.56207	305.4	
855.408	133.91138	-18.56293	301.8	
855.519	133.91194	-18.56378	300.0	
855.742	133.91316	-18.56543	297.1	
856.076	133.91508	-18.56783	301.2	
856.597	133.91813	-18.57153	305.6	
856.709	133.91880	-18.57231	307.2	
856.969	133.92019	-18.57425	309.1	
857.006	133.92036	-18.57454	310.6	
857.191	133.92110	-18.57606	309.8	
857.712	133.92300	-18.58040	308.4	
858.046	133.92422	-18.58319	303.4	
858.716	133.92667	-18.58877	304.0	
858.753	133.92681	-18.58908	303.8	
859.682	133.93021	-18.59682	300.9	
859.831	133.93076	-18.59806	300.3	
860.500	133.93321	-18.60363	299.3	
860.983	133.93498	-18.60766	297.0	
861.578	133.93739	-18.61252	293.3	
862.321	133.94056	-18.61851	297.9	
862.619	133.94184	-18.62091	300.0	
863.194	133.94425	-18.62557	305.7	
863.467	133.94535	-18.62780	306.1	
863.522	133.94556	-18.62826	306.9	
863.734	133.94641	-18.62999	304.3	
863.766	133.94654	-18.63025	303.8	
863.966	133.94738	-18.63187	303.6	
864.471	133.94942	-18.63600	304.0	
864.767	133.95059	-18.63843	301.5	
864.991	133.95153	-18.64024	301.5	
865.217	133.95245	-18.64209	300.0	
865.895	133.95519	-18.64763	303.0	
866.267	133.95670	-18.65067	303.0	
867.049	133.95987	-18.65705	308.7	
868.089	133.96408	-18.66555	303.0	
868.982	133.96770	-18.67284	306.7	
869.874	133.97132	-18.68012	306.1	
870.840	133.97524	-18.68801	307.6	
871.398	133.97750	-18.69257	309.1	
872.290	133.98120	-18.69981	309.4	
873.256	133.98525	-18.70764	313.4	
874.148	133.98899	-18.71487	316.8	
874.556	133.99069	-18.71818	319.8	
875.597	133.99505	-18.72662	319.9	
875.971	133.99654	-18.72968	316.2	
876.119	133.99712	-18.73090	313.0	
876.379	133.99814	-18.73304	313.3	
876.639	133.99916	-18.73518	309.8	
877.605	134.00293	-18.74313	304.0	
878.088	134.00503	-18.74701	306.6	
878.237	134.00587	-18.74809	305.6	
878.535	134.00786	-18.75000	305.0	
879.017	134.01150	-18.75264	306.7	
879.759	134.01705	-18.75676	309.7	
880.057	134.01887	-18.75882	305.1	
880.353	134.02022	-18.76116	307.0	
881.171	134.02321	-18.76798	303.6	
881.276	134.02359	-18.76886	302.5	
881.311	134.02372	-18.76915	302.0	
881.466	134.02429	-18.77044	303.0	
881.520	134.02449	-18.77089	302.8	
881.737	134.02529	-18.77270	309.0	
881.906	134.02590	-18.77411	305.2	
882.267	134.02718	-18.77713	309.3	
882.495	134.02778	-18.77911	304.3	
882.526	134.02786	-18.77938	303.6	
882.623	134.02809	-18.78023	301.6	
882.759	134.02835	-18.78143	300.3	
883.222	134.02937	-18.78550	297.8	
883.887	134.03080	-18.79135	300.6	
884.145	134.03169	-18.79353	300.9	
884.704	134.03415	-18.79800	301.6	
885.002	134.03546	-18.80038	301.3	
885.857	134.03920	-18.80724	302.6	
886.526	134.04213	-18.81260	301.9	
886.712	134.04294	-18.81409	299.0	
887.641	134.04701	-18.82154	301.2	
888.088	134.04896	-18.82512	304.1	
889.128	134.05347	-18.83348	308.0	
889.984	134.05718	-18.84036	306.3	
890.319	134.05863	-18.84305	307.9	
891.249	134.06267	-18.85052	305.3	
891.471	134.06363	-18.85231	302.3	
892.029	134.06605	-18.85679	302.0	
892.475	134.06798	-18.86038	301.3	
893.144	134.07088	-18.86575	305.2	
893.851	134.07394	-18.87144	300.9	
893.926	134.07426	-18.87204	301.1	
894.521	134.07684	-18.87682	296.9	
894.558	134.07700	-18.87712	297.3	
894.781	134.07797	-18.87891	292.1	
895.003	134.07895	-18.88069	292.2	
895.673	134.08214	-18.88592	290.0	
896.305	134.08548	-18.89067	291.5	
896.677	134.08759	-18.89336	290.0	
897.309	134.09141	-18.89776	294.5	
897.643	134.09354	-18.90000	292.0	
898.238	134.09759	-18.90374	293.7	
898.498	134.09977	-18.90484	294.9	
898.832	134.10282	-18.90568	297.7	
899.092	134.10519	-18.90633	298.3	
899.129	134.10553	-18.90641	300.2	
899.202	134.10620	-18.90658	305.7	
899.312	134.10721	-18.90684	311.9	
899.385	134.10788	-18.90701	313.6	
899.457	134.10854	-18.90719	316.5	
899.566	134.10952	-18.90750	321.6	
899.676	134.11046	-18.90792	323.2	
899.824	134.11166	-18.90863	327.3	
900.047	134.11323	-18.90998	329.7	
900.233	134.11429	-18.91132	333.7	
900.492	134.11533	-18.91344	337.8	
900.751	134.11579	-18.91574	339.4	
901.532	134.11687	-18.92272	342.2	
901.865	134.11779	-18.92560	344.8	
902.237	134.11886	-18.92880	346.6	
902.572	134.11957	-18.93175	344.6	
902.647	134.11968	-18.93242	341.4	
902.979	134.12013	-18.93539	349.7	
903.054	134.12023	-18.93606	349.5	
903.203	134.12044	-18.93739	352.0	
903.351	134.12069	-18.93871	353.1	
903.389	134.12077	-18.93904	355.1	
903.724	134.12176	-18.94192	354.7	
903.873	134.12224	-18.94318	351.7	
904.021	134.12282	-18.94440	351.5	
904.282	134.12427	-18.94631	346.7	
904.318	134.12451	-18.94655	346.4	
904.617	134.12662	-18.94835	346.1	
904.654	134.12688	-18.94858	346.0	
904.914	134.12847	-18.95037	344.4	
905.173	134.12963	-18.95244	341.2	
905.767	134.13189	-18.95735	336.2	
906.102	134.13317	-18.96012	333.0	
906.139	134.13331	-18.96043	332.6	
906.362	134.13417	-18.96227	326.8	
906.623	134.13516	-18.96443	326.4	
906.846	134.13600	-18.96628	323.6	
906.994	134.13655	-18.96751	321.0	
907.329	134.13785	-18.97027	314.3	
907.478	134.13847	-18.97148	313.5	
907.514	134.13864	-18.97177	313.3	
907.663	134.13936	-18.97293	311.6	
907.850	134.14040	-18.97429	308.8	
908.035	134.14146	-18.97563	306.9	
908.110	134.14183	-18.97621	307.0	
908.222	134.14228	-18.97712	304.6	
908.444	134.14285	-18.97905	300.1	
908.518	134.14294	-18.97972	299.2	
908.779	134.14285	-18.98207	300.0	
909.077	134.14242	-18.98473	299.2	
909.262	134.14216	-18.98639	294.6	
909.300	134.14211	-18.98673	293.8	
909.857	134.14135	-18.99171	300.7	
910.340	134.14043	-18.99598	300.6	
910.713	134.13915	-18.99912	301.8	
911.530	134.13634	-19.00600	300.4	
911.752	134.13613	-19.00800	297.3	
912.012	134.13640	-19.01033	296.8	
912.716	134.13755	-19.01660	296.8	
913.012	134.13866	-19.01906	296.2	
913.831	134.14231	-19.02559	295.8	
914.537	134.14545	-19.03123	298.0	
914.871	134.14694	-19.03389	303.4	
915.058	134.14777	-19.03538	303.0	
915.802	134.15089	-19.04141	308.2	
915.876	134.15120	-19.04201	307.4	
916.396	134.15334	-19.04625	309.5	
916.730	134.15441	-19.04909	309.8	
917.213	134.15604	-19.05317	309.2	
917.919	134.15878	-19.05899	313.9	
917.994	134.15907	-19.05961	313.7	
918.291	134.16022	-19.06206	314.7	
918.329	134.16036	-19.06237	315.6	
919.072	134.16323	-19.06851	316.1	
919.480	134.16503	-19.07177	319.1	
919.665	134.16618	-19.07304	319.9	
919.704	134.16645	-19.07327	321.0	
919.852	134.16757	-19.07408	326.4	
920.000	134.16865	-19.07494	324.9	
920.037	134.16890	-19.07518	326.9	
920.260	134.17019	-19.07677	335.1	
920.481	134.17107	-19.07859	338.5	
920.519	134.17118	-19.07891	342.3	
920.854	134.17199	-19.08184	336.2	
921.004	134.17238	-19.08314	333.5	
921.152	134.17292	-19.08438	330.9	
921.337	134.17368	-19.08589	333.7	
921.745	134.17501	-19.08935	325.2	
921.783	134.17511	-19.08968	325.6	
922.044	134.17565	-19.09198	323.4	
922.453	134.17608	-19.09565	319.5	
922.861	134.17597	-19.09934	318.4	
923.271	134.17534	-19.10299	319.8	
923.791	134.17398	-19.10751	320.2	
923.903	134.17368	-19.10848	314.9	
924.127	134.17307	-19.11042	311.6	
924.164	134.17297	-19.11074	310.0	
924.387	134.17234	-19.11266	308.5	
924.611	134.17166	-19.11458	302.5	
925.428	134.16926	-19.12160	305.9	
925.873	134.16836	-19.12553	297.6	
926.320	134.16794	-19.12954	300.0	
926.356	134.16792	-19.12987	299.6	
927.285	134.16761	-19.13826	300.7	
928.289	134.16726	-19.14732	301.3	
929.256	134.16694	-19.15605	302.7	
930.222	134.16661	-19.16477	303.8	
931.003	134.16634	-19.17182	309.3	
931.077	134.16632	-19.17249	310.1	
931.188	134.16628	-19.17349	312.3	
931.448	134.16619	-19.17584	317.4	
931.634	134.16613	-19.17752	319.5	
931.857	134.16627	-19.17953	323.2	
931.894	134.16631	-19.17986	323.8	
932.565	134.16698	-19.18589	318.1	
932.789	134.16719	-19.18790	317.7	
932.862	134.16727	-19.18856	316.6	
933.383	134.16778	-19.19324	312.0	
934.163	134.16854	-19.20025	308.3	
934.832	134.16920	-19.20626	310.6	
934.869	134.16924	-19.20659	310.3	
935.129	134.16979	-19.20888	312.5	
935.241	134.17006	-19.20986	310.0	
935.427	134.17052	-19.21148	310.1	
936.317	134.17269	-19.21926	309.2	
937.136	134.17468	-19.22641	313.1	
937.731	134.17613	-19.23160	313.9	
938.214	134.17731	-19.23582	318.0	
938.251	134.17740	-19.23614	319.8	
938.623	134.17831	-19.23939	322.9	
938.659	134.17840	-19.23971	325.6	
938.808	134.17876	-19.24101	325.5	
938.995	134.17921	-19.24264	327.1	
939.032	134.17931	-19.24296	329.2	
939.850	134.18132	-19.25010	325.2	
939.888	134.18141	-19.25043	323.9	
940.296	134.18234	-19.25401	320.5	
940.593	134.18254	-19.25669	317.8	
940.631	134.18256	-19.25703	317.3	
940.817	134.18267	-19.25871	315.2	
941.078	134.18282	-19.26106	309.9	
941.226	134.18291	-19.26240	308.2	
941.672	134.18318	-19.26642	304.0	
942.713	134.18381	-19.27580	297.0	
943.717	134.18442	-19.28485	301.8	
944.274	134.18473	-19.28988	300.3	
944.977	134.18517	-19.29621	299.5	
945.040	134.18520	-19.29678	300.0	
945.129	134.18526	-19.29758	299.9	
945.499	134.18558	-19.30091	299.5	
945.715	134.18584	-19.30285	300.4	
946.140	134.18643	-19.30665	301.0	
946.845	134.18736	-19.31295	298.1	
947.849	134.18868	-19.32194	298.0	
948.704	134.18977	-19.32959	301.1	
949.411	134.19078	-19.33591	301.1	
949.633	134.19111	-19.33789	299.7	
950.452	134.19231	-19.34520	301.8	
951.120	134.19328	-19.35116	303.7	
951.902	134.19443	-19.35814	307.6	
952.087	134.19469	-19.35979	311.0	
952.720	134.19562	-19.36544	310.7	
953.797	134.19719	-19.37506	313.4	
954.020	134.19752	-19.37705	315.4	
954.057	134.19757	-19.37738	316.6	
954.541	134.19829	-19.38170	317.0	
955.618	134.19990	-19.39131	318.4	
956.586	134.20134	-19.39994	320.5	
957.478	134.20267	-19.40790	320.5	
957.923	134.20333	-19.41187	326.7	
958.407	134.20406	-19.41619	328.1	
959.261	134.20534	-19.42381	325.9	
960.154	134.20669	-19.43177	327.1	
961.046	134.20803	-19.43973	328.2	
961.938	134.20935	-19.44769	330.7	
962.979	134.21089	-19.45698	333.0	
963.574	134.21178	-19.46229	336.7	
964.652	134.21337	-19.47191	336.0	
965.694	134.21485	-19.48122	336.0	
966.772	134.21636	-19.49085	339.0	
967.107	134.21682	-19.49384	339.0	
967.627	134.21754	-19.49849	340.5	
968.334	134.21851	-19.50481	346.0	
968.483	134.21871	-19.50614	346.5	
968.520	134.21877	-19.50647	345.8	
968.891	134.21932	-19.50978	349.3	
968.966	134.21943	-19.51045	350.0	
969.262	134.21985	-19.51310	352.6	
969.634	134.22039	-19.51642	353.1	
969.970	134.22091	-19.51941	352.0	
970.193	134.22124	-19.52140	350.6	
971.271	134.22290	-19.53101	347.7	
972.237	134.22438	-19.53963	345.8	
972.608	134.22494	-19.54294	345.2	
973.315	134.22603	-19.54924	343.8	
973.352	134.22608	-19.54957	344.7	
973.724	134.22637	-19.55292	343.4	
973.985	134.22603	-19.55525	341.9	
974.244	134.22521	-19.55746	341.3	
974.504	134.22396	-19.55949	340.6	
974.689	134.22285	-19.56079	340.0	
974.987	134.22077	-19.56262	340.9	
975.506	134.21716	-19.56583	344.0	
975.692	134.21604	-19.56713	343.9	
975.804	134.21537	-19.56791	345.5	
976.027	134.21402	-19.56947	348.7	
976.435	134.21140	-19.57220	352.2	
976.696	134.20944	-19.57364	354.5	
977.030	134.20666	-19.57511	354.0	
977.439	134.20335	-19.57707	356.5	
977.736	134.20129	-19.57891	357.3	
978.071	134.19939	-19.58134	359.6	
978.404	134.19798	-19.58404	361.4	
978.702	134.19718	-19.58662	361.7	
978.739	134.19713	-19.58695	362.3	
979.073	134.19689	-19.58996	365.9	
979.482	134.19709	-19.59365	368.0	
979.890	134.19687	-19.59733	371.5	
980.471	134.19629	-19.60255	373.6	
980.657	134.19610	-19.60422	373.6	
980.683	134.19607	-19.60445	373.5	
980.914	134.19573	-19.60651	378.0	
980.965	134.19565	-19.60697	382.5	
981.095	134.19541	-19.60812	395.1	
981.506	134.19447	-19.61172	382.9	
981.970	134.19343	-19.61580	382.8	
982.175	134.19310	-19.61762	388.5	
982.198	134.19306	-19.61783	388.4	
982.222	134.19302	-19.61804	388.3	
982.467	134.19272	-19.62024	385.7	
982.557	134.19263	-19.62104	383.1	
982.601	134.19260	-19.62144	383.0	
982.624	134.19258	-19.62165	383.0	
982.691	134.19254	-19.62225	383.7	
982.735	134.19252	-19.62265	383.5	
982.847	134.19247	-19.62366	380.3	
982.957	134.19245	-19.62465	378.0	
983.001	134.19245	-19.62505	377.2	
983.336	134.19248	-19.62808	375.7	
983.381	134.19249	-19.62848	375.5	
983.446	134.19249	-19.62907	373.3	
983.467	134.19249	-19.62926	372.9	
983.530	134.19250	-19.62983	372.2	
983.612	134.19250	-19.63057	372.0	
983.632	134.19250	-19.63075	372.0	
983.691	134.19249	-19.63128	372.5	
983.788	134.19246	-19.63216	371.2	
983.827	134.19245	-19.63251	370.0	
983.975	134.19238	-19.63385	369.3	
983.991	134.19237	-19.63399	369.6	
984.033	134.19234	-19.63437	369.8	
984.168	134.19223	-19.63558	368.2	
984.277	134.19214	-19.63656	368.6	
984.371	134.19205	-19.63741	369.3	
984.378	134.19204	-19.63747	369.4	
984.387	134.19203	-19.63755	369.5	
984.509	134.19197	-19.63865	369.5	
984.555	134.19194	-19.63907	369.1	
984.579	134.19192	-19.63928	368.8	
984.861	134.19167	-19.64182	367.8	
984.873	134.19166	-19.64193	367.7	
985.010	134.19153	-19.64316	367.1	
985.043	134.19151	-19.64346	367.1	
985.054	134.19150	-19.64356	367.0	
985.109	134.19145	-19.64405	366.6	
985.194	134.19134	-19.64481	367.0	
985.319	134.19103	-19.64590	367.7	
985.508	134.19054	-19.64754	368.3	
985.577	134.19035	-19.64814	367.5	
985.643	134.19017	-19.64871	366.4	
985.790	134.18975	-19.64998	366.6	
985.959	134.18928	-19.65144	364.7	
986.034	134.18908	-19.65209	363.5	
986.301	134.18833	-19.65440	362.3	
986.568	134.18759	-19.65670	361.8	
986.594	134.18753	-19.65693	361.3	
986.648	134.18740	-19.65740	360.3	
986.718	134.18805	-19.65757	360.0	Tennant Creek
986.891	134.18960	-19.65810	360.5	
986.950	134.18940	-19.65860	359.5	
987.135	134.18780	-19.65930	358.6	
987.242	134.18680	-19.65910	358.3	
987.412	134.18637	-19.66058	358.2	
987.490	134.18618	-19.66126	358.0	
987.613	134.18586	-19.66233	355.6	
987.656	134.18574	-19.66270	356.0	
988.070	134.18461	-19.66628	356.0	
988.746	134.18273	-19.67212	352.6	
989.435	134.18080	-19.67807	350.8	
989.741	134.17995	-19.68072	350.9	
990.381	134.17818	-19.68625	350.6	
990.911	134.17683	-19.69086	347.8	
991.149	134.17684	-19.69301	348.3	
991.408	134.17746	-19.69528	348.3	
991.919	134.17922	-19.69958	349.0	
992.421	134.18095	-19.70381	346.3	
992.987	134.18289	-19.70858	347.4	
993.662	134.18520	-19.71427	345.6	
993.981	134.18631	-19.71696	345.3	
994.462	134.18797	-19.72101	345.3	
995.309	134.19090	-19.72814	346.7	
995.602	134.19160	-19.73070	344.4	
996.058	134.19199	-19.73480	345.5	
996.350	134.19225	-19.73743	345.1	
996.839	134.19267	-19.74183	342.5	
997.198	134.19296	-19.74506	339.8	
997.686	134.19338	-19.74945	336.7	
998.077	134.19347	-19.75298	335.3	
998.729	134.19404	-19.75885	331.0	
999.446	134.19465	-19.76530	329.3	
1000.033	134.19515	-19.77058	328.2	
1001.141	134.19611	-19.78055	329.6	
1002.054	134.19688	-19.78876	328.8	
1003.096	134.19778	-19.79814	328.6	
1003.911	134.19848	-19.80547	329.8	
1004.955	134.19938	-19.81486	332.4	
1005.556	134.19989	-19.82027	331.9	
1005.837	134.20010	-19.82280	331.2	
1005.931	134.20020	-19.82364	331.8	
1006.251	134.20048	-19.82652	330.9	
1006.638	134.20081	-19.83000	332.1	
1007.236	134.20134	-19.83538	330.5	
1008.130	134.20211	-19.84342	332.9	
1008.727	134.20263	-19.84879	334.1	
1009.847	134.20359	-19.85887	334.6	
1010.803	134.20443	-19.86747	334.4	
1011.693	134.20518	-19.87548	336.1	
1012.583	134.20596	-19.88348	339.7	
1013.077	134.20639	-19.88793	341.1	
1013.901	134.20711	-19.89534	345.2	
1014.825	134.20790	-19.90365	347.5	
1015.417	134.20842	-19.90898	350.8	
1016.308	134.20919	-19.91699	350.5	
1017.165	134.20994	-19.92470	349.0	
1017.956	134.21062	-19.93182	348.1	
1018.682	134.21127	-19.93835	347.0	
1019.572	134.21204	-19.94635	345.6	
1020.462	134.21283	-19.95436	346.1	
1021.287	134.21354	-19.96178	346.7	
1021.846	134.21419	-19.96679	348.0	
1022.143	134.21500	-19.96936	348.5	
1022.669	134.21545	-19.97410	347.0	
1023.429	134.21611	-19.98093	351.2	
1024.252	134.21682	-19.98834	350.4	
1025.077	134.21754	-19.99576	354.8	
1026.001	134.21835	-20.00407	355.8	
1026.793	134.21903	-20.01119	357.9	
1026.858	134.21908	-20.01178	357.6	
1026.924	134.21914	-20.01237	355.5	
1027.154	134.21900	-20.01445	356.9	
1027.352	134.21836	-20.01613	357.0	
1028.145	134.21518	-20.02263	359.3	
1029.035	134.21162	-20.02993	362.8	
1029.991	134.20779	-20.03777	363.3	
1030.420	134.20632	-20.04139	364.9	
1030.815	134.20545	-20.04486	366.6	
1031.211	134.20507	-20.04842	367.1	
1031.606	134.20520	-20.05199	367.1	
1032.034	134.20587	-20.05580	366.1	
1032.595	134.20727	-20.06069	368.0	
1033.452	134.20942	-20.06816	370.7	
1033.682	134.21000	-20.07017	370.6	
1034.639	134.21242	-20.07850	371.7	
1035.562	134.21473	-20.08655	374.5	
1036.550	134.21722	-20.09516	376.5	
1037.506	134.21962	-20.10349	379.5	
1038.066	134.22082	-20.10842	379.1	
1038.395	134.22088	-20.11139	381.0	
1039.252	134.22093	-20.11913	382.0	
1040.108	134.22097	-20.12687	383.0	
1040.966	134.22100	-20.13462	384.9	
1041.790	134.22105	-20.14206	386.8	
1042.780	134.22108	-20.15100	387.8	
