km	long	lat	alt	name
2563.947	136.93930	-31.38607	126.4	
2564.046	136.94023	-31.38646	124.3	
2564.663	136.94605	-31.38892	127.3	
2564.891	136.94819	-31.38984	132.6	
2565.054	136.94973	-31.39049	135.5	
2565.216	136.95126	-31.39114	138.5	
2566.161	136.96017	-31.39491	136.4	
2566.714	136.96536	-31.39716	133.3	
2566.846	136.96659	-31.39770	128.0	
2566.911	136.96720	-31.39798	123.8	
2566.977	136.96780	-31.39827	119.0	
2567.042	136.96841	-31.39854	114.5	
2567.107	136.96901	-31.39882	112.7	
2567.172	136.96961	-31.39909	110.8	
2567.237	136.97022	-31.39937	107.9	
2567.366	136.97141	-31.39992	105.1	
2567.463	136.97231	-31.40034	103.6	
2567.658	136.97410	-31.40120	95.8	
2567.788	136.97529	-31.40177	94.0	
2567.887	136.97619	-31.40221	93.0	
2567.952	136.97678	-31.40251	91.8	
2568.081	136.97797	-31.40308	88.3	
2568.438	136.98122	-31.40469	91.4	
2568.797	136.98445	-31.40636	92.4	
2568.961	136.98584	-31.40723	87.3	
2569.123	136.98713	-31.40819	84.9	
2569.221	136.98787	-31.40881	85.5	
2569.546	136.99002	-31.41108	82.7	
2569.872	136.99173	-31.41363	78.5	
2570.230	136.99304	-31.41666	80.7	
2570.555	136.99365	-31.41954	79.2	
2571.403	136.99483	-31.42712	78.0	
2571.793	136.99539	-31.43061	71.7	
2572.084	136.99616	-31.43315	71.4	
2572.377	136.99749	-31.43553	71.7	
2572.572	136.99867	-31.43697	70.4	
2572.833	137.00056	-31.43868	73.9	
2573.126	137.00304	-31.44024	68.3	
2573.645	137.00774	-31.44262	76.0	
2573.898	137.01004	-31.44377	73.6	
2574.108	137.01195	-31.44472	81.5	
2574.374	137.01451	-31.44571	81.5	
2574.591	137.01664	-31.44639	76.0	
2574.664	137.01737	-31.44662	76.7	
2574.806	137.01878	-31.44703	75.7	
2575.200	137.02270	-31.44818	77.5	
2575.233	137.02303	-31.44828	77.7	
2575.651	137.02710	-31.44971	78.5	
2575.969	137.02986	-31.45133	81.0	
2576.288	137.03220	-31.45339	87.8	
2576.383	137.03287	-31.45403	89.2	
2576.543	137.03398	-31.45511	91.6	
2576.670	137.03487	-31.45597	95.7	
2576.702	137.03510	-31.45618	95.8	
2576.892	137.03643	-31.45746	98.4	
2577.020	137.03733	-31.45832	103.6	
2577.116	137.03800	-31.45896	106.3	
2577.211	137.03867	-31.45960	107.8	
2577.307	137.03934	-31.46025	109.8	
2577.628	137.04158	-31.46241	105.5	
2577.724	137.04225	-31.46306	104.6	
2577.851	137.04314	-31.46391	102.5	
2578.359	137.04685	-31.46721	99.6	
2578.645	137.04936	-31.46863	102.0	
2578.994	137.05269	-31.46997	103.8	
2579.855	137.06092	-31.47321	105.0	
2580.300	137.06518	-31.47489	106.9	
2580.810	137.07006	-31.47680	111.9	
2581.416	137.07585	-31.47908	110.0	
2581.989	137.08127	-31.48135	114.2	
2582.212	137.08302	-31.48269	112.1	
2582.500	137.08480	-31.48479	115.1	
2582.787	137.08655	-31.48690	117.5	
2583.457	137.09064	-31.49182	120.6	
2584.413	137.09649	-31.49884	122.4	
2585.241	137.10156	-31.50492	126.0	
2585.687	137.10429	-31.50819	127.4	
2585.878	137.10545	-31.50960	134.1	
2585.974	137.10603	-31.51030	137.2	
2586.069	137.10662	-31.51100	139.0	
2586.197	137.10740	-31.51194	138.4	
2586.931	137.11190	-31.51732	139.7	
2587.154	137.11357	-31.51873	143.3	
2587.377	137.11546	-31.51993	142.7	
2587.441	137.11600	-31.52027	144.5	
2587.600	137.11735	-31.52112	150.5	
2587.823	137.11903	-31.52252	150.0	
2588.047	137.12027	-31.52424	152.1	
2588.812	137.12377	-31.53046	151.7	
2589.516	137.12697	-31.53618	153.6	
2589.738	137.12760	-31.53811	152.9	
2589.993	137.12768	-31.54041	152.9	
2590.344	137.12762	-31.54357	156.9	
2590.566	137.12735	-31.54556	159.8	
2590.788	137.12652	-31.54744	160.6	
2591.074	137.12509	-31.54971	160.2	
2591.298	137.12446	-31.55165	160.2	
2591.520	137.12439	-31.55365	159.3	
2591.743	137.12490	-31.55562	157.7	
2592.062	137.12627	-31.55824	158.5	
2592.687	137.12899	-31.56338	154.9	
2593.032	137.13046	-31.56622	157.1	
2593.341	137.13183	-31.56875	160.8	
2593.467	137.13239	-31.56978	163.1	
2593.785	137.13378	-31.57239	165.7	
2594.456	137.13670	-31.57790	164.6	
2594.902	137.13863	-31.58157	168.5	
2595.188	137.13965	-31.58400	168.2	
2595.538	137.14038	-31.58709	167.2	
2595.729	137.14064	-31.58880	164.1	
2595.824	137.14077	-31.58965	162.7	
2596.048	137.14107	-31.59165	161.4	
2596.207	137.14128	-31.59307	158.0	
2596.334	137.14144	-31.59421	156.6	
2596.430	137.14157	-31.59507	154.8	
2596.685	137.14193	-31.59735	149.0	
2596.909	137.14223	-31.59935	147.8	
2597.227	137.14266	-31.60220	143.5	
2597.450	137.14297	-31.60419	141.1	
2597.482	137.14301	-31.60448	140.5	
2597.578	137.14314	-31.60534	138.5	
2597.833	137.14348	-31.60762	135.8	
2597.865	137.14353	-31.60790	135.7	
2598.025	137.14375	-31.60933	132.8	
2598.216	137.14400	-31.61104	129.2	
2598.312	137.14413	-31.61190	129.6	
2598.503	137.14439	-31.61361	125.4	
2598.534	137.14443	-31.61389	124.9	
2599.077	137.14518	-31.61874	121.4	
2599.970	137.14638	-31.62673	117.8	
2600.448	137.14705	-31.63100	115.3	
2600.862	137.14792	-31.63466	113.8	
2601.185	137.14889	-31.63745	109.5	
2602.025	137.15143	-31.64471	108.2	
2602.704	137.15347	-31.65058	106.8	
2603.351	137.15545	-31.65616	107.0	
2603.706	137.15693	-31.65911	109.2	
2604.258	137.15976	-31.66346	107.1	
2604.420	137.16059	-31.66473	105.2	
2604.518	137.16110	-31.66550	104.9	
2604.776	137.16243	-31.66753	102.1	
2605.165	137.16444	-31.67059	96.8	
2605.230	137.16477	-31.67110	96.0	
2605.585	137.16662	-31.67389	95.3	
2605.779	137.16763	-31.67541	93.1	
2605.877	137.16815	-31.67617	89.9	
2605.941	137.16852	-31.67665	87.4	
2606.135	137.16978	-31.67803	84.6	
2606.200	137.17025	-31.67846	82.9	
2606.521	137.17280	-31.68037	83.3	
2606.844	137.17573	-31.68185	84.3	
2607.037	137.17761	-31.68251	84.5	
2607.295	137.18025	-31.68309	90.7	
2607.878	137.18630	-31.68400	84.2	
2608.104	137.18865	-31.68435	82.3	
2608.459	137.19225	-31.68523	80.5	
2608.845	137.19598	-31.68663	84.1	
2609.071	137.19803	-31.68767	87.9	
2609.459	137.20128	-31.68980	89.5	
2609.816	137.20390	-31.69211	88.3	
2609.978	137.20496	-31.69326	87.0	
2610.173	137.20622	-31.69465	84.4	
2610.302	137.20705	-31.69557	82.2	
2610.528	137.20864	-31.69709	79.4	
2610.561	137.20888	-31.69730	78.8	
2610.883	137.21152	-31.69913	73.0	
2610.979	137.21237	-31.69960	72.8	
2611.303	137.21541	-31.70094	73.7	
2611.690	137.21925	-31.70212	67.7	
2611.980	137.22204	-31.70318	64.1	
2612.238	137.22423	-31.70457	66.8	
2612.498	137.22600	-31.70636	65.9	
2612.725	137.22715	-31.70815	70.1	
2612.886	137.22772	-31.70952	73.9	
2613.112	137.22817	-31.71152	77.4	
2613.433	137.22860	-31.71440	78.6	
2613.691	137.22943	-31.71661	83.0	
2613.983	137.23090	-31.71893	85.4	
2614.469	137.23390	-31.72248	83.4	
2615.277	137.23891	-31.72838	82.8	
2616.054	137.24372	-31.73405	85.1	
2616.635	137.24766	-31.73806	87.0	
2617.077	137.25093	-31.74091	87.9	
2617.634	137.25506	-31.74448	89.4	
2617.838	137.25655	-31.74581	90.0	
2618.328	137.26021	-31.74893	93.7	
2618.522	137.26165	-31.75018	92.6	
2619.265	137.26717	-31.75494	96.6	
2619.944	137.27221	-31.75929	99.3	
2620.655	137.27749	-31.76385	99.9	
2621.239	137.28182	-31.76759	102.1	
2622.014	137.28758	-31.77256	104.9	
2622.660	137.29231	-31.77676	104.9	
2622.984	137.29422	-31.77918	102.0	
2623.307	137.29573	-31.78179	99.0	
2623.598	137.29705	-31.78416	98.0	
2624.050	137.29914	-31.78783	91.4	
2624.567	137.30150	-31.79203	91.9	
2625.472	137.30565	-31.79938	87.4	
2626.312	137.30950	-31.80621	92.1	
2626.959	137.31246	-31.81147	93.2	
2627.670	137.31571	-31.81725	94.2	
2628.510	137.31955	-31.82408	96.1	
2629.254	137.32297	-31.83012	96.1	
2629.867	137.32578	-31.83510	92.8	
2630.741	137.32978	-31.84220	90.5	
2631.516	137.33334	-31.84850	90.2	
2632.357	137.33720	-31.85533	87.6	
2633.068	137.34046	-31.86111	84.4	
2633.941	137.34445	-31.86820	86.6	
2634.069	137.34504	-31.86924	90.2	
2634.198	137.34564	-31.87029	92.0	
2634.910	137.34889	-31.87608	88.7	
2635.782	137.35291	-31.88316	86.5	
2636.333	137.35544	-31.88763	89.5	
2637.141	137.35915	-31.89419	92.9	
2637.982	137.36300	-31.90103	92.9	
2638.823	137.36686	-31.90786	91.4	
2639.565	137.37028	-31.91389	94.1	
2640.051	137.37251	-31.91783	94.2	
2640.600	137.37481	-31.92238	97.2	
2640.955	137.37564	-31.92550	96.9	
2641.374	137.37662	-31.92919	99.9	
2641.696	137.37799	-31.93185	99.7	
2642.440	137.38188	-31.93768	103.7	
2642.732	137.38339	-31.93997	106.2	
2643.022	137.38491	-31.94225	109.2	
2643.216	137.38592	-31.94377	112.5	
2643.604	137.38794	-31.94682	114.9	
2644.282	137.39147	-31.95214	118.4	
2645.253	137.39653	-31.95976	121.1	
2646.126	137.40108	-31.96661	124.7	
2646.481	137.40294	-31.96939	128.5	
2646.740	137.40428	-31.97143	130.3	
2647.256	137.40697	-31.97548	135.6	
2648.002	137.41082	-31.98135	130.6	
2648.098	137.41131	-31.98211	129.1	
2648.293	137.41231	-31.98365	123.4	
2648.390	137.41281	-31.98441	121.8	
2648.551	137.41364	-31.98568	118.7	
2648.842	137.41513	-31.98797	116.3	
2649.133	137.41663	-31.99027	113.4	
2649.618	137.41912	-31.99409	109.0	
2650.265	137.42244	-31.99919	113.9	
2650.555	137.42393	-32.00148	115.9	
2650.878	137.42559	-32.00403	119.4	
2650.910	137.42575	-32.00428	120.0	
2651.751	137.43008	-32.01091	122.2	
2652.204	137.43240	-32.01448	126.7	
2652.463	137.43373	-32.01652	127.3	
2652.948	137.43621	-32.02035	130.0	
2653.174	137.43738	-32.02213	131.1	
2653.205	137.43754	-32.02238	130.5	
2654.015	137.44170	-32.02876	135.7	
2654.597	137.44469	-32.03335	137.2	
2654.857	137.44600	-32.03541	130.0	
2654.954	137.44642	-32.03621	127.3	
2655.050	137.44676	-32.03703	122.8	
2655.149	137.44702	-32.03789	117.2	
2655.245	137.44718	-32.03875	113.7	
2655.342	137.44726	-32.03962	111.8	
2655.440	137.44727	-32.04050	110.0	
2655.568	137.44717	-32.04166	109.0	
2655.633	137.44712	-32.04224	108.6	
2655.990	137.44683	-32.04545	105.5	
2656.475	137.44643	-32.04981	102.5	
2657.122	137.44590	-32.05563	98.7	
2657.219	137.44582	-32.05650	93.4	
2657.574	137.44552	-32.05969	93.1	
2657.768	137.44537	-32.06144	90.0	
2657.801	137.44534	-32.06173	90.0	
2658.221	137.44499	-32.06551	85.4	
2658.447	137.44482	-32.06754	85.4	
2659.062	137.44431	-32.07307	82.1	
2659.223	137.44417	-32.07452	80.0	
2659.418	137.44401	-32.07627	75.2	
2659.450	137.44399	-32.07656	75.0	
2659.611	137.44385	-32.07801	72.4	
2660.031	137.44350	-32.08178	77.6	
2660.710	137.44294	-32.08789	73.2	
2660.970	137.44272	-32.09022	73.8	
2661.002	137.44270	-32.09051	74.3	
2661.487	137.44231	-32.09487	70.1	
2661.714	137.44212	-32.09691	68.0	
2662.489	137.44148	-32.10388	65.0	
2663.168	137.44092	-32.10999	63.0	
2663.717	137.44046	-32.11492	59.0	
2664.460	137.43985	-32.12160	52.9	
2664.493	137.43983	-32.12190	52.6	
2664.590	137.43981	-32.12277	58.0	
2664.622	137.43981	-32.12306	56.0	
2664.654	137.43981	-32.12335	54.6	
2664.686	137.43982	-32.12364	54.0	
2664.719	137.43983	-32.12394	54.4	
2664.752	137.43985	-32.12423	54.5	
2664.784	137.43987	-32.12452	54.5	
2665.170	137.44044	-32.12797	52.7	
2665.559	137.44157	-32.13134	54.5	
2665.945	137.44325	-32.13452	53.8	
2666.333	137.44543	-32.13748	53.4	
2666.816	137.44865	-32.14087	54.0	
2667.418	137.45269	-32.14507	56.1	
2668.207	137.45798	-32.15058	57.1	
2669.026	137.46348	-32.15630	58.8	
2669.657	137.46771	-32.16070	58.3	
2670.319	137.47214	-32.16533	57.9	
2671.044	137.47701	-32.17039	57.9	
2671.833	137.48229	-32.17591	57.9	
2672.079	137.48392	-32.17765	58.9	
2672.193	137.48469	-32.17844	57.0	
2672.503	137.48680	-32.18058	56.0	
2673.234	137.49171	-32.18568	56.0	
2673.641	137.49443	-32.18853	56.2	
2674.008	137.49688	-32.19110	55.0	
2674.707	137.50155	-32.19600	55.6	
2675.538	137.50709	-32.20183	56.5	
2676.434	137.51304	-32.20813	54.0	
2677.329	137.51900	-32.21441	51.9	
2678.160	137.52452	-32.22025	50.0	
2678.959	137.52993	-32.22580	53.1	
2679.821	137.53579	-32.23177	51.7	
2680.620	137.54121	-32.23731	52.7	
2681.516	137.54727	-32.24353	49.0	
2682.155	137.55142	-32.24809	52.0	
2682.763	137.55483	-32.25274	53.4	
2683.338	137.55758	-32.25737	52.6	
2684.169	137.56136	-32.26414	51.0	
2685.063	137.56543	-32.27143	50.0	
2685.478	137.56732	-32.27481	49.6	
2686.277	137.57095	-32.28132	49.6	
2687.013	137.57430	-32.28731	50.2	
2687.748	137.57765	-32.29330	49.3	
2688.482	137.58100	-32.29928	46.4	
2689.057	137.58336	-32.30406	49.2	
2689.536	137.58506	-32.30813	48.7	
2690.304	137.58779	-32.31466	47.0	
2691.072	137.59052	-32.32118	46.3	
2691.806	137.59314	-32.32742	45.9	
2692.573	137.59586	-32.33394	46.4	
2693.436	137.59893	-32.34127	44.0	
2694.235	137.60178	-32.34806	43.0	
2694.906	137.60434	-32.35370	47.4	
2695.256	137.60623	-32.35642	47.4	
2695.576	137.60833	-32.35869	41.7	
2695.831	137.61022	-32.36034	41.4	
2695.991	137.61141	-32.36137	40.9	
2696.726	137.61684	-32.36613	34.5	
2697.557	137.62299	-32.37151	37.8	
2697.876	137.62535	-32.37358	38.6	
2698.100	137.62700	-32.37503	40.3	
2698.452	137.62961	-32.37730	42.7	
2698.900	137.63291	-32.38021	47.2	
2699.475	137.63694	-32.38411	47.8	
2700.369	137.64319	-32.39019	49.8	
2701.233	137.64923	-32.39605	47.7	
2701.296	137.64967	-32.39648	48.9	
2701.839	137.65347	-32.40017	44.3	
2702.000	137.65459	-32.40126	41.2	
2702.128	137.65549	-32.40213	39.0	
2702.287	137.65661	-32.40321	36.6	
2702.448	137.65773	-32.40430	34.1	
2702.512	137.65818	-32.40473	32.0	
2702.831	137.66041	-32.40690	26.5	
2703.183	137.66287	-32.40929	25.9	
2703.215	137.66309	-32.40951	25.0	
2703.599	137.66577	-32.41212	19.9	
2704.301	137.67068	-32.41689	17.6	
2704.716	137.67376	-32.41957	18.2	
2705.098	137.67694	-32.42172	16.8	
2705.737	137.68246	-32.42507	17.6	
2706.567	137.68965	-32.42941	10.7	
2706.855	137.69192	-32.43116	13.2	
2707.144	137.69376	-32.43324	13.7	
2707.527	137.69566	-32.43630	11.5	
2707.975	137.69803	-32.43980	9.0	
2708.261	137.70007	-32.44172	13.3	
2708.548	137.70248	-32.44330	8.3	
2709.315	137.70909	-32.44735	12.9	
2709.857	137.71393	-32.45001	16.9	
2710.401	137.71907	-32.45226	17.3	
2711.232	137.72696	-32.45564	11.7	
2711.583	137.73013	-32.45731	12.5	
2711.902	137.73262	-32.45927	9.5	
2712.286	137.73521	-32.46194	17.5	
2712.446	137.73628	-32.46307	17.8	
2712.509	137.73670	-32.46351	19.1	
2712.821	137.73880	-32.46569	18.4	
2713.003	137.74002	-32.46696	19.7	
2713.195	137.74130	-32.46831	23.4	
2713.255	137.74170	-32.46873	24.0	
2713.316	137.74211	-32.46916	23.4	
2713.379	137.74252	-32.46961	25.0	
2713.486	137.74324	-32.47035	22.8	
2713.699	137.74467	-32.47184	21.6	
2713.814	137.74545	-32.47264	21.0	
2713.895	137.74602	-32.47319	21.5	
2714.009	137.74683	-32.47396	20.6	
2714.166	137.74792	-32.47503	15.9	
2714.196	137.74813	-32.47523	15.0	
2714.540	137.75062	-32.47751	17.2	
2714.646	137.75138	-32.47821	16.1	
2714.848	137.75266	-32.47968	19.7	
2714.898	137.75295	-32.48005	20.6	
2714.910	137.75305	-32.48012	20.5	
2714.922	137.75316	-32.48018	20.8	
2714.934	137.75328	-32.48022	21.0	
2714.947	137.75341	-32.48025	21.1	
2714.959	137.75353	-32.48028	21.0	
2715.121	137.75510	-32.48088	19.3	
2715.158	137.75541	-32.48109	18.0	
2715.312	137.75678	-32.48185	15.6	
2715.462	137.75815	-32.48254	13.7	
2715.605	137.75904	-32.48359	9.0	
2715.636	137.75923	-32.48382	7.4	
2715.796	137.76031	-32.48493	4.3	
2715.881	137.76104	-32.48539	0.2	
2716.012	137.76224	-32.48598	0.0	
2716.114	137.76319	-32.48644	0.0	
2716.353	137.76526	-32.48769	7.9	
2716.574	137.76665	-32.48929	13.0	
2716.707	137.76743	-32.49030	18.7	
2716.880	137.76843	-32.49161	21.7	
2717.016	137.76913	-32.49268	16.1	
2717.034	137.76921	-32.49283	16.0	
2717.194	137.76992	-32.49414	15.0	
2717.337	137.77091	-32.49511	12.6	
2717.606	137.77318	-32.49659	12.4	
2717.975	137.77626	-32.49866	11.2	
2718.131	137.77756	-32.49953	8.5	
2718.144	137.77768	-32.49959	9.2	
2718.153	137.77775	-32.49965	9.6	
2718.218	137.77828	-32.50002	11.0	
2718.230	137.77838	-32.50009	10.9	
2718.357	137.77938	-32.50086	11.7	
2718.467	137.78012	-32.50163	12.4	
2718.483	137.78022	-32.50175	12.9	
2718.568	137.78071	-32.50239	12.5	
2718.585	137.78081	-32.50252	12.8	
2718.656	137.78122	-32.50306	12.4	
2718.710	137.78154	-32.50346	14.5	
2718.858	137.78259	-32.50445	11.3	
2718.932	137.78325	-32.50482	10.5	
2719.006	137.78397	-32.50509	9.5	
2719.060	137.78453	-32.50521	7.8	
2719.147	137.78543	-32.50540	5.3	
2719.343	137.78734	-32.50610	3.0	
2719.689	137.79072	-32.50733	3.0	
2720.037	137.79414	-32.50854	3.0	
2720.137	137.79514	-32.50884	3.0	
2720.148	137.79526	-32.50884	3.0	
2720.159	137.79537	-32.50881	3.0	
2720.169	137.79547	-32.50878	3.0	
2720.177	137.79555	-32.50874	3.0	
2720.186	137.79563	-32.50871	3.7	
2720.193	137.79571	-32.50869	4.5	
2720.200	137.79578	-32.50870	5.2	
2720.207	137.79584	-32.50873	5.6	
2720.213	137.79589	-32.50877	5.3	
2720.219	137.79593	-32.50881	5.0	
2720.235	137.79606	-32.50891	4.2	
2720.270	137.79637	-32.50907	5.9	Port Augusta
2720.325	137.79692	-32.50924	8.9	
2720.439	137.79803	-32.50966	5.6	
2720.506	137.79869	-32.50989	4.6	
2720.521	137.79884	-32.50993	4.7	
2720.528	137.79892	-32.50993	4.7	
2720.536	137.79900	-32.50994	4.5	
2720.543	137.79908	-32.50993	4.2	
2720.551	137.79916	-32.50991	4.0	
2720.559	137.79924	-32.50988	4.1	
2720.640	137.80005	-32.50965	8.0	
2720.643	137.80009	-32.50965	7.9	
2720.647	137.80013	-32.50966	7.7	
2720.652	137.80017	-32.50968	7.4	
2720.656	137.80019	-32.50972	7.3	
2720.662	137.80019	-32.50977	7.3	
2720.668	137.80018	-32.50982	7.2	
2720.675	137.80016	-32.50988	7.2	
2720.717	137.80014	-32.51026	6.5	
2720.720	137.80015	-32.51029	6.5	
2720.722	137.80016	-32.51030	6.5	
2720.734	137.80026	-32.51037	6.9	
2720.739	137.80031	-32.51039	7.0	
2720.746	137.80038	-32.51041	7.2	
2720.824	137.80119	-32.51057	7.2	
2721.007	137.80308	-32.51095	10.3	
2721.044	137.80347	-32.51103	9.2	
2721.439	137.80756	-32.51182	12.6	
2721.499	137.80819	-32.51194	11.5	
2721.603	137.80925	-32.51219	14.0	
2721.819	137.81135	-32.51299	14.0	
2722.025	137.81312	-32.51408	15.2	
2722.190	137.81432	-32.51517	17.9	
2722.440	137.81603	-32.51690	15.9	
2722.490	137.81641	-32.51722	16.0	
2722.541	137.81680	-32.51753	16.9	
2722.793	137.81894	-32.51891	18.9	
2723.142	137.82194	-32.52076	18.0	
2723.744	137.82706	-32.52403	21.3	
2724.173	137.83064	-32.52642	19.3	
2724.310	137.83182	-32.52715	20.2	
2724.364	137.83229	-32.52743	23.3	
2725.001	137.83778	-32.53080	26.1	
2725.511	137.84218	-32.53349	25.1	
2725.999	137.84639	-32.53608	23.1	
2726.677	137.85224	-32.53965	25.3	
2726.975	137.85469	-32.54136	26.0	
2727.281	137.85676	-32.54349	27.6	
2727.882	137.86015	-32.54809	30.4	
2728.849	137.86558	-32.55550	29.6	
2729.569	137.86939	-32.56113	30.0	
2730.055	137.87196	-32.56493	31.7	
2730.742	137.87559	-32.57031	31.2	
2731.587	137.88019	-32.57686	31.5	
2732.401	137.88465	-32.58316	29.8	
2733.277	137.88945	-32.58993	32.5	
2734.089	137.89390	-32.59621	34.6	
2734.638	137.89691	-32.60045	38.2	
2735.458	137.90141	-32.60679	37.1	
2736.006	137.90444	-32.61102	42.6	
2736.798	137.90876	-32.61715	44.3	
2737.619	137.91326	-32.62350	42.5	
2738.320	137.91710	-32.62892	46.3	
2738.958	137.92051	-32.63390	45.8	
2739.385	137.92230	-32.63744	46.1	
2739.811	137.92356	-32.64113	43.9	
2740.267	137.92462	-32.64514	41.8	
2741.210	137.92683	-32.65344	39.8	
2741.850	137.92858	-32.65901	37.7	
2742.519	137.93082	-32.66474	38.0	
2743.249	137.93344	-32.67094	41.2	
2743.675	137.93499	-32.67455	41.6	
2743.735	137.93522	-32.67506	42.4	
2744.071	137.93642	-32.67791	46.1	
2744.376	137.93748	-32.68051	47.2	
2744.620	137.93829	-32.68260	50.5	
2745.105	137.93975	-32.68680	56.0	
2745.379	137.94057	-32.68917	58.1	
2745.409	137.94065	-32.68943	58.3	
2745.835	137.94164	-32.69318	61.5	
2746.352	137.94228	-32.69781	63.6	
2746.840	137.94235	-32.70221	61.5	
2747.327	137.94190	-32.70658	60.7	
2747.662	137.94131	-32.70956	57.9	
2747.723	137.94119	-32.71010	57.8	
2747.844	137.94096	-32.71118	55.2	
2748.209	137.94034	-32.71443	53.0	
2748.361	137.94016	-32.71579	51.4	
2748.605	137.93994	-32.71798	47.5	
2748.758	137.93986	-32.71936	44.0	
2748.971	137.93981	-32.72128	40.7	
2749.002	137.93981	-32.72156	39.4	
2749.215	137.93986	-32.72348	35.5	
2749.245	137.93987	-32.72375	35.0	
2749.488	137.94005	-32.72594	33.0	
2749.701	137.94029	-32.72785	32.0	
2750.035	137.94071	-32.73084	32.1	
2750.553	137.94134	-32.73548	25.7	
2750.797	137.94167	-32.73766	20.4	
2750.858	137.94177	-32.73820	19.3	
2751.102	137.94229	-32.74036	18.5	
2751.193	137.94254	-32.74115	15.1	
2751.315	137.94290	-32.74221	15.1	
2751.620	137.94401	-32.74479	13.0	
2752.381	137.94700	-32.75117	10.2	
2753.203	137.95024	-32.75806	11.7	
2753.812	137.95250	-32.76321	11.4	
2754.238	137.95356	-32.76695	13.8	
2754.664	137.95406	-32.77076	11.3	
2754.906	137.95411	-32.77295	15.7	
2755.151	137.95405	-32.77515	19.7	
2755.180	137.95404	-32.77542	21.1	
2755.363	137.95406	-32.77707	24.2	
2755.423	137.95409	-32.77761	24.0	
2755.728	137.95441	-32.78034	30.8	
2756.125	137.95525	-32.78385	30.9	
2756.643	137.95681	-32.78833	32.0	
2756.885	137.95757	-32.79042	34.5	
2757.190	137.95851	-32.79305	40.4	
2757.525	137.95955	-32.79594	42.4	
2757.586	137.95973	-32.79647	43.0	
2758.042	137.96117	-32.80040	43.5	
2758.468	137.96292	-32.80394	46.5	
2758.954	137.96547	-32.80776	49.7	
2759.685	137.96952	-32.81340	53.1	
2759.899	137.97069	-32.81505	52.9	
2760.569	137.97440	-32.82022	52.5	
2761.147	137.97737	-32.82479	49.5	
2761.603	137.97917	-32.82861	51.0	
2762.060	137.98044	-32.83259	53.6	
2762.487	137.98112	-32.83639	56.0	
2763.004	137.98143	-32.84105	56.3	
2763.644	137.98175	-32.84681	60.6	
2764.314	137.98208	-32.85285	57.4	
2764.740	137.98219	-32.85669	52.1	
2764.983	137.98219	-32.85888	50.1	
2765.379	137.98220	-32.86245	45.3	
2765.745	137.98222	-32.86575	43.3	
2766.202	137.98224	-32.86987	40.6	
2766.841	137.98226	-32.87563	33.3	
2766.872	137.98226	-32.87591	33.8	
2767.268	137.98227	-32.87948	30.0	
2767.694	137.98229	-32.88332	25.0	
2768.322	137.98232	-32.88899	25.4	
2768.733	137.98233	-32.89269	26.6	
2769.404	137.98235	-32.89874	27.5	
2770.106	137.98239	-32.90507	29.4	
2770.445	137.98240	-32.90813	26.6	
2770.654	137.98237	-32.91001	26.1	
2771.061	137.98238	-32.91368	28.4	
2771.264	137.98238	-32.91551	25.5	
2771.288	137.98238	-32.91573	26.5	
2771.613	137.98238	-32.91866	32.5	
2772.160	137.98239	-32.92359	30.4	
2772.529	137.98240	-32.92692	26.8	
2772.692	137.98238	-32.92839	24.7	
2773.058	137.98243	-32.93169	27.9	
2773.411	137.98245	-32.93487	26.3	
2773.932	137.98246	-32.93957	28.1	
2774.671	137.98249	-32.94623	23.5	
2775.440	137.98250	-32.95317	24.4	
2775.624	137.98250	-32.95483	22.6	
2776.240	137.98252	-32.96038	18.1	
2776.456	137.98252	-32.96233	19.0	
2777.041	137.98255	-32.96760	17.7	
2777.256	137.98255	-32.96954	15.3	
2777.809	137.98276	-32.97453	14.0	
2778.210	137.98352	-32.97808	13.4	
2778.887	137.98524	-32.98401	11.7	
2779.255	137.98648	-32.98716	10.0	
2779.530	137.98804	-32.98927	11.4	
2779.745	137.98960	-32.99069	12.8	
2779.961	137.99143	-32.99188	13.8	
2780.053	137.99227	-32.99231	16.0	
2780.176	137.99345	-32.99281	16.6	
2780.485	137.99643	-32.99401	13.8	
2780.547	137.99703	-32.99425	15.7	
2780.701	137.99851	-32.99485	13.4	
2780.732	137.99881	-32.99497	12.3	
2780.855	137.99996	-32.99551	14.1	
2781.192	138.00290	-32.99727	14.4	
2781.529	138.00546	-32.99942	16.7	
2781.868	138.00756	-33.00191	12.4	
2782.176	138.00904	-33.00439	9.4	
2782.484	138.01006	-33.00703	9.6	
2783.285	138.01221	-33.01402	6.6	
2783.931	138.01404	-33.01964	6.7	
2784.299	138.01559	-33.02269	7.1	
2784.700	138.01775	-33.02581	6.0	
2785.347	138.02136	-33.03079	7.7	
2785.746	138.02360	-33.03386	6.0	
2786.609	138.02841	-33.04050	7.3	
2787.193	138.03156	-33.04505	11.3	
2787.532	138.03282	-33.04791	11.8	
2787.870	138.03352	-33.05090	11.1	
2788.271	138.03413	-33.05448	9.9	
2788.578	138.03496	-33.05716	6.9	
2788.916	138.03643	-33.05995	6.2	
2789.501	138.03926	-33.06465	5.0	
2790.015	138.04189	-33.06872	6.8	
2790.296	138.04335	-33.07094	8.0	
2790.822	138.04600	-33.07512	6.1	
2791.094	138.04729	-33.07732	7.2	
2791.459	138.04904	-33.08027	6.5	
2791.790	138.05059	-33.08295	6.5	
